# Frozen preimage inventory for DOC-258B3M2B2B2CP-IMPLEMENTATION-COMPACT.
# Columns: task, language, component, source path, ATX level, exact heading text without the ATX prefix, section SHA-256, physical lines.
258B3M2B2B2CP	en	mizar-checker	doc/design/mizar-checker/en/00.crate_plan.md	2	Task 258B3M2B2B2CP Implementation Completion Inventory	ec53e82eaf0ca53287db18bfb7f4cf4e36ada8753abbfbf0be9317708bf91cc1	40
258B3M2B2B2CP	en	mizar-checker	doc/design/mizar-checker/en/bilingual_sync_audit.md	2	Task 258B3M2B2B2CP Implementation-Completion Synchronization	a394e8abd4fd2e7fadc017c7b186abbb8367822faebb910745b3f103c3d43eaa	28
258B3M2B2B2CP	en	mizar-checker	doc/design/mizar-checker/en/source_spec_audit.md	2	Task 258B3M2B2B2CP Implementation Audit Update	c8f8df44d97d76824c2e449f7cdf85f8afd5a420c93f251ab60fb6f8bfadb097	21
258B3M2B2B2CP	en	mizar-checker	doc/design/mizar-checker/en/source_statement.md	2	Task 258B3M2B2B2CP Implementation Result: Statement Surface Unchanged	c200770269c4994725fa2964b59e64c15fc5914747fac117e60966f3e70bbbec	22
258B3M2B2B2CP	en	mizar-checker	doc/design/mizar-checker/en/source_structure.md	2	Task 258B3M2B2B2CP Private Reuse Implementation	2fe3e93990ed360f09f60ea7a5d5f372475b08a6096c936f2dc0b4905290711b	25
258B3M2B2B2CP	ja	mizar-checker	doc/design/mizar-checker/ja/00.crate_plan.md	2	Task 258B3M2B2B2CP implementation completion inventory	6a6b231dca3b6eec9363c61385945695b7acc6ae4e944d0e487164e1d2470349	38
258B3M2B2B2CP	ja	mizar-checker	doc/design/mizar-checker/ja/bilingual_sync_audit.md	2	Task 258B3M2B2B2CP implementation-completion synchronization	1031d9580059b5c8872807f5b709e6503e4c25f8d01a01ae7b6feafbf9f3bcee	28
258B3M2B2B2CP	ja	mizar-checker	doc/design/mizar-checker/ja/source_spec_audit.md	2	Task 258B3M2B2B2CP implementation audit update	f226441e2732ebea06aa3c2b9426b18495710aa04afd722ed103f44ceea5d014	19
258B3M2B2B2CP	ja	mizar-checker	doc/design/mizar-checker/ja/source_statement.md	2	Task 258B3M2B2B2CP implementation result: statement surface unchanged	3e3b0e748179e1644375e9bf82a3b094a4a9187ff956727a5218dea8c9337324	21
258B3M2B2B2CP	ja	mizar-checker	doc/design/mizar-checker/ja/source_structure.md	2	Task 258B3M2B2B2CP private reuse implementation	1ad41374c36b23ba541c0758d799603db56abe2b6c831315ffb2042a3e60db4b	24
